regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numActiveCases	numDeaths	numRecoveredCases	numTests	dataSource
e9a737e1	Equatorial Guinea	2020-04-23		1	84							https://www.who.int/
4ffc2f75	Erath County, Texas	2020-04-23		1	12							https://www.dshs.state.tx.us/
4c9c7d0b	Erie County, New York	2020-04-23	2020-04-23T14:00:00	165	2450		10760					https://coronavirus.health.ny.gov/
8fce36f8	Erie County, Ohio	2020-04-23	2020-04-23T14:00:00	3	43							https://coronavirus.ohio.gov/
169157ee	Erie County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	0	68		1484					https://www.health.pa.gov/
4ef25388	Eritrea	2020-04-23	2020-04-24T11:42:31		39							https://www.ecdc.europa.eu/
0075e018	Escambia County, Alabama	2020-04-23		1	21							https://covid19.alabama.gov/
2c9009e1	Escambia County, Florida	2020-04-23		10	420							https://floridahealthcovid19.gov/
eca85657	Espinho, Portugal	2020-04-23	2020-04-22T23:00:00		63							https://covid19.min-saude.pt/
05fff0c5	Esposende	2020-04-23	2020-04-22T23:00:00		38							https://covid19.min-saude.pt/
e75dc288	Essex County, Massachusetts	2020-04-23	2020-04-23T16:00:00	292	6219							https://www.mass.gov/
120a3712	Essex County, New Jersey	2020-04-23		849	11128							https://www.nj.gov/
f03a1385	Essex County, New York	2020-04-23	2020-04-23T14:00:00		22		223					https://coronavirus.health.ny.gov/
608e7c8c	Essex County, Vermont	2020-04-23	2020-04-23T10:52:00		2							https://www.healthvermont.gov/
df025e36	Essex County, Virginia	2020-04-23	2020-04-23T10:00:00		3							http://www.vdh.virginia.gov/
673c7e96	Estarreja	2020-04-23	2020-04-22T23:00:00		52							https://covid19.min-saude.pt/
dbb3e28b	Estonia	2020-04-23	2020-04-23T11:30:00	45	1592	192	45181					https://www.terviseamet.ee/
a457ca84	Swaziland	2020-04-23	2020-04-24T11:42:31	1	31			7				https://www.ecdc.europa.eu/
ac4a5627	Ethiopia	2020-04-23	2020-04-24T11:42:31	3	116			2				https://www.ecdc.europa.eu/
48c7be40	Etowah County, Alabama	2020-04-23		8	120							https://covid19.alabama.gov/
8a80c73a	Evangeline Parish, Louisiana	2020-04-23		0	44							http://ldh.la.gov/
5d3451e5	Evans County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	0	4							https://dph.georgia.gov/
3da188e8	Extremadura	2020-04-23	2020-04-24T09:35:03	411	3403	1358						https://www.mscbs.gob.es/
ae359468	Fafe	2020-04-23	2020-04-22T23:00:00		71							https://covid19.min-saude.pt/
b00b8db3	Fairbanks North Star Borough, Alaska	2020-04-23			79							http://www.dhss.alaska.gov/
9336ddac	Fairfax, Virginia	2020-04-23	2020-04-23T10:00:00	2	26							http://www.vdh.virginia.gov/
419bf0bf	Fairfax County, Virginia	2020-04-23	2020-04-23T10:00:00	76	2362							http://www.vdh.virginia.gov/
adf5f211	Fairfield County, Connecticut	2020-04-23	2020-04-23T16:00:00	615	10008							https://portal.ct.gov/
12b732f7	Fairfield County, Ohio	2020-04-23	2020-04-23T14:00:00	2	109							https://coronavirus.ohio.gov/
870e58e9	Fairfield County, South Carolina	2020-04-23		2	27							https://www.scdhec.gov/
3eecfcce	Falkland Islands	2020-04-23	2020-04-24T11:42:31		12							https://www.ecdc.europa.eu/
2a40a9a7	Fall River County, South Dakota	2020-04-23	2020-04-23T10:46:32		1	1	12					https://doh.sd.gov/
18cdde79	Falls Church, Virginia	2020-04-23	2020-04-23T10:00:00	2	25							http://www.vdh.virginia.gov/
f98ab431	Falls County, Texas	2020-04-23			1							https://www.dshs.state.tx.us/
4b5baf68	Fannin County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	0	20							https://dph.georgia.gov/
d7a92562	Fannin County, Texas	2020-04-23			13							https://www.dshs.state.tx.us/
7cf2a5b7	Faribault County, Minnesota	2020-04-23	2020-04-23T00:00:00	0	4							https://www.health.state.mn.us/
b5a0bb19	Faro, Portugal	2020-04-23	2020-04-22T23:00:00		56							https://covid19.min-saude.pt/
91af657d	Faroe Islands	2020-04-23	2020-04-24T11:42:31		185							https://www.ecdc.europa.eu/
5c931b1f	Faulk County, South Dakota	2020-04-23	2020-04-23T10:46:32		1	1	15					https://doh.sd.gov/
317c2686	Faulkner County, Arkansas	2020-04-23		2	65	44						https://www.healthy.arkansas.gov/
e737582f	Fauquier County, Virginia	2020-04-23	2020-04-23T10:00:00	1	64							http://www.vdh.virginia.gov/
7c9e1104	Fayette County, Alabama	2020-04-23		0	4							https://covid19.alabama.gov/
a7a90755	Fayette County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	8	156							https://dph.georgia.gov/
b38aeb1a	Fayette County, Illinois	2020-04-23		2	15							http://www.dph.illinois.gov/
4d0bc58e	Fayette County, Indiana	2020-04-23	2020-04-23T12:00:00	4	22		133					https://coronavirus.in.gov/
c55e2f36	Fayette County, Iowa	2020-04-23		0	7							https://idph.iowa.gov/
1891368f	Fayette County, Kentucky	2020-04-23		8	223							https://govstatus.egov.com/
29327632	Fayette County, Ohio	2020-04-23	2020-04-23T14:00:00		13							https://coronavirus.ohio.gov/
c7dfcead	Fayette County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	3	71		1546					https://www.health.pa.gov/
e3505a24	Fayette County, Tennessee	2020-04-23	2020-04-23T19:00:00	1	48	28						https://www.tn.gov/
19b32964	Fayette County, Texas	2020-04-23			15							https://www.dshs.state.tx.us/
c46301e7	Fayette County, West Virginia	2020-04-23	2020-04-23T10:00:00		5							https://dhhr.wv.gov/
22584638	Federal District (Brazil)	2020-04-23	2020-04-23T20:00:00	25	963							https://covid.saude.gov.br/
1e34d391	Felgueiras	2020-04-23	2020-04-22T23:00:00		275							https://covid19.min-saude.pt/
ac5a6060	Fentress County, Tennessee	2020-04-23	2020-04-23T19:00:00		4	1						https://www.tn.gov/
ad48b333	Ferry County, Washington	2020-04-23		0	1							https://coronavirus.wa.gov/
b4e3f89c	Figueira da Foz	2020-04-23	2020-04-22T23:00:00		17							https://covid19.min-saude.pt/
f8f5d831	Figueira de Castelo Rodrigo	2020-04-23	2020-04-22T23:00:00		3							https://covid19.min-saude.pt/
aaaf538e	Fiji	2020-04-23	2020-04-24T11:42:31		18							https://www.ecdc.europa.eu/
1edb3c17	Fillmore County, Minnesota	2020-04-23	2020-04-23T00:00:00	1	12							https://www.health.state.mn.us/
ae0aeb1b	Fillmore County, Nebraska	2020-04-23			1							http://dhhs.ne.gov/
c850c70d	Finland	2020-04-23	2020-04-23T10:00:00	172	4284	2000	71000					https://thl.fi/fi/
59647193	Finney County, Kansas	2020-04-23	2020-04-23T09:45:00		87							https://govstatus.egov.com/
8cd1450c	Flagler County, Florida	2020-04-23		2	106							https://floridahealthcovid19.gov/
a73087fb	Flathead County, Montana	2020-04-23		2	37							https://dphhs.mt.gov/
276a861f	Fleming County, Kentucky	2020-04-23		0	2							https://govstatus.egov.com/
4ea7b52f	Flemish Brabant	2020-04-23	2020-04-23		4229							https://epistat.wiv-isp.be/Covid/
b2b82b52	Florence County, South Carolina	2020-04-23		8	195							https://www.scdhec.gov/
b6a70f23	Florence County, Wisconsin	2020-04-23	2020-04-23T06:00:00	0	2							https://www.dhs.wisconsin.gov/
ac78ae1d	Florida	2020-04-23		987	29648							https://floridahealthcovid19.gov/
0d1f2deb	Floyd County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	8	128							https://dph.georgia.gov/
6c785f36	Floyd County, Indiana	2020-04-23	2020-04-23T12:00:00	9	152		843					https://coronavirus.in.gov/
1cabdefc	Floyd County, Kentucky	2020-04-23		0	4							https://govstatus.egov.com/
8a96485a	Floyd County, Texas	2020-04-23			3							https://www.dshs.state.tx.us/
be20ef8b	Floyd County, Virginia	2020-04-23	2020-04-23T10:00:00		1							http://www.vdh.virginia.gov/
23967cb1	Fluvanna County, Virginia	2020-04-23	2020-04-23T10:00:00	4	72							http://www.vdh.virginia.gov/
b23bf758	Fond du Lac County, Wisconsin	2020-04-23	2020-04-23T06:00:00	3	66							https://www.dhs.wisconsin.gov/
feed98c1	Ford County, Illinois	2020-04-23		1	8							http://www.dph.illinois.gov/
9899296b	Ford County, Kansas	2020-04-23	2020-04-23T09:45:00		288							https://govstatus.egov.com/
ba70d999	Forest County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	0	7		28					https://www.health.pa.gov/
3ea1ea93	Forest County, Wisconsin	2020-04-23	2020-04-23T06:00:00	0	0							https://www.dhs.wisconsin.gov/
15906b04	Forrest County, Mississippi	2020-04-23	2020-04-23T05:00:00+0000	6	164							https://msdh.ms.gov/
3f88c7f9	Forsyth County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	8	235							https://dph.georgia.gov/
ef24ffa0	Forsyth County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	5	139							https://www.ncdhhs.gov/
2e8b7c16	Fort Bend County, Texas	2020-04-23		18	870							https://www.dshs.state.tx.us/
09109943	Foster County, North Dakota	2020-04-23	2020-04-23T16:02:00+0000		1							https://www.health.nd.gov/
5b508872	Fountain County, Indiana	2020-04-23	2020-04-23T12:00:00	2	8		111					https://coronavirus.in.gov/
dc3805d4	France	2020-04-23	2020-04-23T14:00:00	21856	120804	42088						https://www.santepubliquefrance.fr/
6ad26a78	Franklin, Virginia	2020-04-23	2020-04-23T10:00:00		15							http://www.vdh.virginia.gov/
7aab0d28	Franklin County, Alabama	2020-04-23		0	25							https://covid19.alabama.gov/
2e5c9d6a	Franklin County, Arkansas	2020-04-23		0	1	0						https://www.healthy.arkansas.gov/
df90fea1	Franklin County, Florida	2020-04-23		0	2							https://floridahealthcovid19.gov/
f9c8d568	Franklin County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	0	16							https://dph.georgia.gov/
8c0d3a3e	Franklin County, Idaho	2020-04-23	2020-04-23T17:00:00									https://coronavirus.idaho.gov/
7785d3b7	Franklin County, Illinois	2020-04-23		0	8							http://www.dph.illinois.gov/
74023f92	Franklin County, Indiana	2020-04-23	2020-04-23T12:00:00	7	92		188					https://coronavirus.in.gov/
beafad20	Franklin County, Iowa	2020-04-23		0	1							https://idph.iowa.gov/
fb58cce3	Franklin County, Kentucky	2020-04-23		0	14							https://govstatus.egov.com/
3bbb8792	Franklin County, Maine	2020-04-23	2020-04-23T15:45:00+0000		14	6						https://www.maine.gov/
317a62e2	Franklin County, Massachusetts	2020-04-23	2020-04-23T16:00:00	30	203							https://www.mass.gov/
abdca80f	Franklin County, Mississippi	2020-04-23	2020-04-23T05:00:00+0000	0	17							https://msdh.ms.gov/
dfecd83f	Franklin County, Missouri	2020-04-23		5	103							https://health.mo.gov/
acdf74dc	Franklin County, Nebraska	2020-04-23			3							http://dhhs.ne.gov/
f861257c	Franklin County, New York	2020-04-23	2020-04-23T14:00:00		13		266					https://coronavirus.health.ny.gov/
e084e95f	Franklin County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	13	77							https://www.ncdhhs.gov/
de8fc68b	Franklin County, Ohio	2020-04-23	2020-04-23T14:00:00	46	1673							https://coronavirus.ohio.gov/
8067bb97	Franklin County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	1	151		2518					https://www.health.pa.gov/
563f1960	Franklin County, Tennessee	2020-04-23	2020-04-23T19:00:00	1	28	24						https://www.tn.gov/
20cb7666	Franklin County, Texas	2020-04-23			1							https://www.dshs.state.tx.us/
79ee3d33	Franklin County, Vermont	2020-04-23	2020-04-23T10:52:00	5	90							https://www.healthvermont.gov/
6e8b4f17	Franklin County, Virginia	2020-04-23	2020-04-23T10:00:00		17							http://www.vdh.virginia.gov/
c88a77e5	Franklin County, Washington	2020-04-23		4	212							https://coronavirus.wa.gov/
dc24363a	Franklin Parish, Louisiana	2020-04-23		2	108							http://ldh.la.gov/
19be55a3	Franklin Township, Franklin County, Kansas	2020-04-23	2020-04-23T09:45:00		12							https://govstatus.egov.com/
0a18723a	Frederick County, Maryland	2020-04-23		30	690							https://coronavirus.maryland.gov/
843a17b6	Frederick County, Virginia	2020-04-23	2020-04-23T10:00:00		87							http://www.vdh.virginia.gov/
229c8e0b	Fredericksburg, Virginia	2020-04-23	2020-04-23T10:00:00		20							http://www.vdh.virginia.gov/
bacc1006	Freeborn County, Minnesota	2020-04-23	2020-04-23T00:00:00	0	33							https://www.health.state.mn.us/
95f4f7dc	Freestone County, Texas	2020-04-23			3							https://www.dshs.state.tx.us/
f59e567b	Fremont County, Colorado	2020-04-23			19							https://covid19.colorado.gov/
978a01f8	Fremont County, Idaho	2020-04-23	2020-04-23T17:00:00		2							https://coronavirus.idaho.gov/
a9e11581	Fremont County, Wyoming	2020-04-23	2020-04-23T06:00:00+0000		53							https://health.wyo.gov/
06e6d2c3	French Guiana	2020-04-23		1	97							https://www.who.int/
841a066b	French Polynesia	2020-04-23	2020-04-24T11:42:31		57							https://www.ecdc.europa.eu/
b89a5d89	Fresno County, California	2020-04-23		7	426	154		39				https://www.cdph.ca.gov/
cbff0f3c	Frio County, Texas	2020-04-23			1							https://www.dshs.state.tx.us/
d70343c1	Friuli Venezia Giulia	2020-04-23		256	2858	1467	52918	1135				http://www.salute.gov.it/
e751db33	Frontier County, Nebraska	2020-04-23			0							http://dhhs.ne.gov/
9dc60a20	Fulton County, Arkansas	2020-04-23		0	0	0						https://www.healthy.arkansas.gov/
0549e3d8	Fulton County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	88	2436							https://dph.georgia.gov/
211ff9dc	Fulton County, Illinois	2020-04-23		0	1							http://www.dph.illinois.gov/
8696ca84	Fulton County, Indiana	2020-04-23	2020-04-23T12:00:00		7		97					https://coronavirus.in.gov/
d4ec22f5	Fulton County, New York	2020-04-23	2020-04-23T14:00:00	2	28		465					https://coronavirus.health.ny.gov/
654a38ac	Fulton County, Ohio	2020-04-23	2020-04-23T14:00:00		18							https://coronavirus.ohio.gov/
0891e01c	Fulton County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	0	2		60					https://www.health.pa.gov/
f5fb8d9e	Funchal	2020-04-23	2020-04-22T23:00:00		30							https://covid19.min-saude.pt/
0d7468d8	Furnas County, Nebraska	2020-04-23			2							http://dhhs.ne.gov/
095bdff4	Gabon	2020-04-23	2020-04-24T11:42:31	1	166			10				https://www.ecdc.europa.eu/
8a895e96	Gadsden County, Florida	2020-04-23		0	69							https://floridahealthcovid19.gov/
dd1c598c	Gage County, Nebraska	2020-04-23			28							http://dhhs.ne.gov/
b73407bf	Gaines County, Texas	2020-04-23			2							https://www.dshs.state.tx.us/
147c5a67	Galax, Virginia	2020-04-23	2020-04-23T10:00:00		1							http://www.vdh.virginia.gov/
2d4aa729	Galicia (Spain)	2020-04-23	2020-04-24T09:35:03	382	8932	1730						https://www.mscbs.gob.es/
c7e83938	Gallatin County, Illinois	2020-04-23		0	2							http://www.dph.illinois.gov/
00e654c1	Gallatin County, Kentucky	2020-04-23		0	1							https://govstatus.egov.com/
5e6445c9	Gallatin County, Montana	2020-04-23		0	146							https://dphhs.mt.gov/
18e64235	Gallia County, Ohio	2020-04-23	2020-04-23T14:00:00	1	6							https://coronavirus.ohio.gov/
1a4b4e57	Galveston County, Texas	2020-04-23		21	491							https://www.dshs.state.tx.us/
50c0feb3	Garden County, Nebraska	2020-04-23			0							http://dhhs.ne.gov/
5096b518	Garfield County, Colorado	2020-04-23			74							https://covid19.colorado.gov/
55a299f7	Garfield County, Nebraska	2020-04-23			0							http://dhhs.ne.gov/
d6866f0a	Garfield County, Oklahoma	2020-04-23	2020-04-23T00:00:00	1	11	7						https://coronavirus.health.ok.gov/
db9ccd84	Garfield County, Utah	2020-04-23	2020-04-23T14:00:00		1							https://swuhealth.org/covid/
56c5cc34	Garland County, Arkansas	2020-04-23		0	109	68						https://www.healthy.arkansas.gov/
fffc1258	Garrard County, Kentucky	2020-04-23		0	1							https://govstatus.egov.com/
eb641624	Garrett County, Maryland	2020-04-23		0	4							https://coronavirus.maryland.gov/
83768e17	Garvin County, Oklahoma	2020-04-23	2020-04-23T00:00:00		13	8						https://coronavirus.health.ok.gov/
e802f749	Gasconade County, Missouri	2020-04-23			2							https://health.mo.gov/
f4f9bd62	Gaston County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	3	126							https://www.ncdhhs.gov/
6d4fd53f	Gates County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	0	6							https://www.ncdhhs.gov/
d3a17755	Geary County, Kansas	2020-04-23	2020-04-23T09:45:00		10							https://govstatus.egov.com/
42f5cae6	Geauga County, Ohio	2020-04-23	2020-04-23T14:00:00	9	119							https://coronavirus.ohio.gov/
14e9ca2c	Gem County, Idaho	2020-04-23	2020-04-23T17:00:00		10							https://coronavirus.idaho.gov/
a147a66d	Genesee County, Michigan	2020-04-23	2020-04-23T19:00:00+0000	144	1387							https://www.michigan.gov/
3ef6f1d4	Genesee County, New York	2020-04-23	2020-04-23T14:00:00	3	126		699					https://coronavirus.health.ny.gov/
9bf4ee98	Geneva County, Alabama	2020-04-23		0	6							https://covid19.alabama.gov/
42235e8c	Gentry County, Missouri	2020-04-23			1							https://health.mo.gov/
d8a4c9f4	George County, Mississippi	2020-04-23	2020-04-23T05:00:00+0000	1	10							https://msdh.ms.gov/
4b5af829	Georgetown County, South Carolina	2020-04-23		2	36							https://www.scdhec.gov/
713f340f	Georgia	2020-04-23	2020-04-23T22:28:15+0000	881	21883		101062					https://dph.georgia.gov/
e73768cf	Georgia (country)	2020-04-23		5	420							https://www.who.int/
e9f374b9	Germany	2020-04-23	2020-04-23T00:00:00	5094	148046	103300						https://www.rki.de/
42d29f2d	Ghana	2020-04-23	2020-04-22T13:38:00	9	1154	99	68591					https://www.ghanahealthservice.org/covid19/
0271018c	Gibraltar	2020-04-23	2020-04-24T11:42:31	4	133							https://www.ecdc.europa.eu/
4a3c2a63	Gibson County, Indiana	2020-04-23	2020-04-23T12:00:00		6		108					https://coronavirus.in.gov/
ea2ec1f1	Gibson County, Tennessee	2020-04-23	2020-04-23T19:00:00	1	32	16						https://www.tn.gov/
8ceeeab2	Gila County, Arizona	2020-04-23	2020-04-23T00:00:00		12		466					https://azdhs.gov/
6a5572ce	Gilchrist County, Florida	2020-04-23		0	4							https://floridahealthcovid19.gov/
bed24b93	Giles County, Tennessee	2020-04-23	2020-04-23T19:00:00		6	3						https://www.tn.gov/
f1371572	Giles County, Virginia	2020-04-23	2020-04-23T10:00:00		4							http://www.vdh.virginia.gov/
3beccad4	Gillespie County, Texas	2020-04-23			1							https://www.dshs.state.tx.us/
713e305f	Gilliam County, Oregon	2020-04-23	2020-04-23T15:00:00+0000	0	0		17					https://govstatus.egov.com/OR-OHA-COVID-19
40e423bd	Gilmer County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	0	28							https://dph.georgia.gov/
ea410d88	Gilmer County, West Virginia	2020-04-23	2020-04-23T10:00:00									https://dhhr.wv.gov/
1e905dd7	Gilpin County, Colorado	2020-04-23			1							https://covid19.colorado.gov/
dafc3b08	Glacier County, Montana	2020-04-23		0	4							https://dphhs.mt.gov/
d2ea205c	Glades County, Florida	2020-04-23		1	5							https://floridahealthcovid19.gov/
588505d6	Gladwin County, Michigan	2020-04-23	2020-04-23T19:00:00+0000	1	10							https://www.michigan.gov/
0ea77df5	Glenn County, California	2020-04-23	2020-04-23T00:00:00		5	4	78					https://www.countyofglenn.net/
ccfb083a	Gloucester County, New Jersey	2020-04-23		27	808							https://www.nj.gov/
22fb012f	Gloucester County, Virginia	2020-04-23	2020-04-23T10:00:00	1	21							http://www.vdh.virginia.gov/
982b45ff	Glynn County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	1	51							https://dph.georgia.gov/
1e527422	Goa	2020-04-23	2020-04-22T11:30:00+0000	0	7	7						https://www.mohfw.gov.in/
24a542e0	Gogebic County, Michigan	2020-04-23	2020-04-23T19:00:00+0000	1	4							https://www.michigan.gov/
dabf09e8	Golden Valley County, Montana	2020-04-23		0	3							https://dphhs.mt.gov/
8d1609e7	Goliad County, Texas	2020-04-23			6							https://www.dshs.state.tx.us/
6fd6ff6d	Gondomar, Portugal	2020-04-23	2020-04-22T23:00:00		894							https://covid19.min-saude.pt/
11cee511	Gonzales County, Texas	2020-04-23			4							https://www.dshs.state.tx.us/
90a476c6	Goochland County, Virginia	2020-04-23	2020-04-23T10:00:00	3	63							http://www.vdh.virginia.gov/
b46ff427	Goodhue County, Minnesota	2020-04-23	2020-04-23T00:00:00	0	19							https://www.health.state.mn.us/
8c507a9a	Gooding County, Idaho	2020-04-23	2020-04-23T17:00:00		8							https://coronavirus.idaho.gov/
7536a380	Gordon County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	10	73							https://dph.georgia.gov/
ea930cd3	Goshen County, Wyoming	2020-04-23	2020-04-23T06:00:00+0000		3							https://health.wyo.gov/
38f29ba3	Gosper County, Nebraska	2020-04-23			7							http://dhhs.ne.gov/
86cb9e85	Gouveia, Portugal	2020-04-23	2020-04-22T23:00:00		15							https://covid19.min-saude.pt/
33a587c6	Gove County, Kansas	2020-04-23	2020-04-23T09:45:00		1							https://govstatus.egov.com/
bea5d4da	Grady County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	3	47							https://dph.georgia.gov/
163a6537	Grady County, Oklahoma	2020-04-23	2020-04-23T00:00:00	1	31	17						https://coronavirus.health.ok.gov/
295a695d	Grafton County, New Hampshire	2020-04-23	2020-04-23T09:00:00		46							https://www.nh.gov/
b9843fde	Graham County, Arizona	2020-04-23	2020-04-23T00:00:00		4		173					https://azdhs.gov/
a8a82f19	Graham County, North Carolina	2020-04-23		0	0							https://www.ncdhhs.gov/
d1d189a9	Graham Township, Graham County, Kansas	2020-04-23	2020-04-23T09:45:00									https://govstatus.egov.com/
68903736	Grainger County, Tennessee	2020-04-23	2020-04-23T19:00:00		4	4						https://www.tn.gov/
2ab904f1	Grand County, Colorado	2020-04-23			5							https://covid19.colorado.gov/
85e18b0f	Grand County, Utah	2020-04-23	2020-04-23T00:00:00		2	1						https://www.seuhealth.com/
c8d5bcaf	Grand Forks County, North Dakota	2020-04-23	2020-04-23T16:02:00+0000		162							https://www.health.nd.gov/
ae34480a	Grand Isle County, Vermont	2020-04-23	2020-04-23T10:52:00		3							https://www.healthvermont.gov/
38b9001f	Grand Traverse County, Michigan	2020-04-23	2020-04-23T19:00:00+0000	5	19							https://www.michigan.gov/
ecc7243f	Grant County, Arkansas	2020-04-23		0	11	7						https://www.healthy.arkansas.gov/
b4358a66	Grant County, Indiana	2020-04-23	2020-04-23T12:00:00	5	102		290					https://coronavirus.in.gov/
853d7111	Grant County, Kansas	2020-04-23	2020-04-23T09:45:00									https://govstatus.egov.com/
2050b7da	Grant County, Kentucky	2020-04-23		3	18							https://govstatus.egov.com/
d7ee5ee3	Grant County, Nebraska	2020-04-23			0							http://dhhs.ne.gov/
b9d6f437	Grant County, New Mexico	2020-04-23		0	14							https://cv.nmhealth.org
1ec1fe14	Grant County, North Dakota	2020-04-23	2020-04-23T16:02:00+0000		1							https://www.health.nd.gov/
94dbeed3	Grant County, Oklahoma	2020-04-23	2020-04-23T00:00:00		2	2						https://coronavirus.health.ok.gov/
0b6c2059	Grant County, Oregon	2020-04-23	2020-04-23T15:00:00+0000	0	1		48					https://govstatus.egov.com/OR-OHA-COVID-19
ff21e021	Grant County, South Dakota	2020-04-23	2020-04-23T10:46:32				32					https://doh.sd.gov/
ef79a4da	Grant County, Washington	2020-04-23		2	144							https://coronavirus.wa.gov/
19cf0e5e	Grant County, West Virginia	2020-04-23	2020-04-23T10:00:00		1							https://dhhr.wv.gov/
9d24c599	Grant County, Wisconsin	2020-04-23	2020-04-23T06:00:00	3	26							https://www.dhs.wisconsin.gov/
a26ff212	Grant Parish, Louisiana	2020-04-23		0	11							http://ldh.la.gov/
ee2cabd8	Granville County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	5	123							https://www.ncdhhs.gov/
69efccf7	Gratiot County, Michigan	2020-04-23	2020-04-23T19:00:00+0000	1	8							https://www.michigan.gov/
87dfea72	Graves County, Kentucky	2020-04-23		7	84							https://govstatus.egov.com/
fee484e0	Gray County, Kansas	2020-04-23	2020-04-23T09:45:00		1							https://govstatus.egov.com/
6eafc677	Gray County, Texas	2020-04-23			27							https://www.dshs.state.tx.us/
5985f345	Grays Harbor County, Washington	2020-04-23		0	12							https://coronavirus.wa.gov/
9e16b1d2	Grayson County, Kentucky	2020-04-23		1	25							https://govstatus.egov.com/
53215a97	Grayson County, Texas	2020-04-23			19							https://www.dshs.state.tx.us/
fc94ac81	Grayson County, Virginia	2020-04-23	2020-04-23T10:00:00									http://www.vdh.virginia.gov/
1c3f018e	Graz	2020-04-23	2020-04-23T20:00:00		453							https://info.gesundheitsministerium.at/
d3a8fb17	Greater London	2020-04-23	2020-04-24T14:24:31		23063							https://www.gov.uk/
eec574e6	Greece	2020-04-23	2020-04-23T10:00:00	125	2463		59241					https://eody.gov.gr/
17055014	Greeley County, Kansas	2020-04-23	2020-04-23T09:45:00									https://govstatus.egov.com/
cff4c7f3	Greeley County, Nebraska	2020-04-23			0							http://dhhs.ne.gov/
4e850ef6	Green County, Kentucky	2020-04-23		0	1							https://govstatus.egov.com/
d3fcc711	Green County, Wisconsin	2020-04-23	2020-04-23T06:00:00	0	10							https://www.dhs.wisconsin.gov/
f2213a5e	Green Lake County, Wisconsin	2020-04-23	2020-04-23T06:00:00	0	1							https://www.dhs.wisconsin.gov/
d6a76f13	Greenbrier County, West Virginia	2020-04-23	2020-04-23T10:00:00		3							https://dhhr.wv.gov/
e98121b6	Greene County, Alabama	2020-04-23		0	42							https://covid19.alabama.gov/
ed0ff0f9	Greene County, Arkansas	2020-04-23		0	13	3						https://www.healthy.arkansas.gov/
674875e3	Greene County, Georgia	2020-04-23	2020-04-23T22:28:15+0000	1	49							https://dph.georgia.gov/
c7c12acb	Greene County, Illinois	2020-04-23		0	2							http://www.dph.illinois.gov/
5a1aa207	Greene County, Indiana	2020-04-23	2020-04-23T12:00:00	4	44		319					https://coronavirus.in.gov/
3499b699	Greene County, Iowa	2020-04-23		0	1							https://idph.iowa.gov/
16a94446	Greene County, Mississippi	2020-04-23	2020-04-23T05:00:00+0000	0	4							https://msdh.ms.gov/
0d414ff2	Greene County, Missouri	2020-04-23		7	82							https://health.mo.gov/
4864b437	Greene County, New York	2020-04-23	2020-04-23T14:00:00	2	89		717					https://coronavirus.health.ny.gov/
50d76fbf	Greene County, North Carolina	2020-04-23	2020-04-23T15:00:00+0000	0	14							https://www.ncdhhs.gov/
1fb5e27c	Greene County, Ohio	2020-04-23	2020-04-23T14:00:00	3	40							https://coronavirus.ohio.gov/
99384435	Greene County, Pennsylvania	2020-04-23	2020-04-23T16:45:00+0000	0	25		383					https://www.health.pa.gov/
a5c5fd8d	Greene County, Tennessee	2020-04-23	2020-04-23T19:00:00	2	38	25						https://www.tn.gov/
4413ce08	Greene County, Virginia	2020-04-23	2020-04-23T10:00:00	1	10							http://www.vdh.virginia.gov/
7644548a	Greenland	2020-04-23	2020-04-24T11:42:31		11							https://www.ecdc.europa.eu/
2297ed49	Greenlee County, Arizona	2020-04-23	2020-04-23T00:00:00		2		73					https://azdhs.gov/
dcd19b81	Greensville County, Virginia	2020-04-23	2020-04-23T10:00:00	4	30							http://www.vdh.virginia.gov/
428ba567	Greenup County, Kentucky	2020-04-23		0	10							https://govstatus.egov.com/
6db3a1cc	Greenville County, South Carolina	2020-04-23		13	558							https://www.scdhec.gov/
fef77c91	Greenwood County, Kansas	2020-04-23	2020-04-23T09:45:00		2							https://govstatus.egov.com/
d0f5cc23	Greenwood County, South Carolina	2020-04-23		0	41							https://www.scdhec.gov/
