regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numActiveCases	numDeaths	numRecoveredCases	numTests	dataSource
1ac027f9	Clarke County, Alabama	2020-04-25		1	24		273					https://covid19.alabama.gov/
b1a20d50	Clarke County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	13	127							https://dph.georgia.gov/
9c0a902c	Clarke County, Iowa	2020-04-25		0	2							https://idph.iowa.gov/
d3d07dc3	Clarke County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	3	43							https://msdh.ms.gov/
67f8a5b6	Clarke County, Virginia	2020-04-25	2020-04-24T10:00:00		7							http://www.vdh.virginia.gov/
c0e403ea	Clay County, Alabama	2020-04-25		1	19		141					https://covid19.alabama.gov/
5b5616a7	Clay County, Arkansas	2020-04-25		0	1	0	117					https://www.healthy.arkansas.gov/
dee1bcdd	Clay County, Florida	2020-04-25		14	266							https://floridahealthcovid19.gov/
35910ecb	Clay County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	2	20							https://dph.georgia.gov/
080bc579	Clay County, Illinois	2020-04-25		0	2							http://www.dph.illinois.gov/
c5093563	Clay County, Iowa	2020-04-25		0	3							https://idph.iowa.gov/
eb89f3ae	Clay County, Kansas	2020-04-25	2020-04-24T09:00:00		4							https://govstatus.egov.com/
341f0701	Clay County, Kentucky	2020-04-25		0	1							https://govstatus.egov.com/
5c5baa41	Clay County, Minnesota	2020-04-25	2020-04-24T00:00:00	4	100							https://www.health.state.mn.us/
62442db9	Clay County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	2	29							https://msdh.ms.gov/
4eff6e02	Clay County, Missouri	2020-04-25		1	63							https://health.mo.gov/
868f6ba3	Clay County, Nebraska	2020-04-25			4		11					http://dhhs.ne.gov/
dc939ec2	Clay County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	5							https://www.ncdhhs.gov/
b708ceaf	Clay County, Tennessee	2020-04-25	2020-04-24T19:00:00		5	3						https://www.tn.gov/
66cedea4	Clay County, Texas	2020-04-25			3							https://www.dshs.state.tx.us/
279b708e	Clayton County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	21	629							https://dph.georgia.gov/
a0cb724f	Clayton County, Iowa	2020-04-25		1	9							https://idph.iowa.gov/
a448e652	Clearfield County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	0	11		381					https://www.health.pa.gov/
765ee20e	Clearwater County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	2							https://www.health.state.mn.us/
ca263112	Cleburne County, Alabama	2020-04-25		1	12		53					https://covid19.alabama.gov/
ceeb288c	Cleburne County, Arkansas	2020-04-25		4	72	52	215					https://www.healthy.arkansas.gov/
1be06913	Clermont County, Ohio	2020-04-25	2020-04-24T14:00:00	2	77							https://coronavirus.ohio.gov/
b760e571	Cleveland County, Arkansas	2020-04-25		0	8	7	135					https://www.healthy.arkansas.gov/
5db547af	Cleveland County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	2	45							https://www.ncdhhs.gov/
a04c76a6	Clinch County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	7							https://dph.georgia.gov/
42dbd715	Clinton County, Illinois	2020-04-25		1	73							http://www.dph.illinois.gov/
2760e4be	Clinton County, Iowa	2020-04-25		0	47							https://idph.iowa.gov/
cc1f5488	Clinton County, Kentucky	2020-04-25		0	2							https://govstatus.egov.com/
cc0808b0	Clinton County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	9	106							https://www.michigan.gov/
a3b5458d	Clinton County, Missouri	2020-04-25			11							https://health.mo.gov/
adfc725d	Clinton County, New York	2020-04-25	2020-04-24T14:00:00	4	53		573					https://coronavirus.health.ny.gov/
49ab9282	Clinton County, Ohio	2020-04-25	2020-04-24T14:00:00		27							https://coronavirus.ohio.gov/
4bc90379	Clinton County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	0	17		169					https://www.health.pa.gov/
dc5cfc9e	Cloud County, Kansas	2020-04-25	2020-04-24T09:00:00		3							https://govstatus.egov.com/
2c6f6bb8	Coahoma County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	2	54							https://msdh.ms.gov/
3a5deec3	Cobb County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	72	1368							https://dph.georgia.gov/
ac9fb953	Cochran County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
b1994f44	Cocke County, Tennessee	2020-04-25	2020-04-24T19:00:00		14	12						https://www.tn.gov/
2ba7ec78	Coffee County, Alabama	2020-04-25		0	87		480					https://covid19.alabama.gov/
99b12897	Coffee County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	4	100							https://dph.georgia.gov/
57d582cf	Coffee County, Tennessee	2020-04-25	2020-04-24T19:00:00		27	9						https://www.tn.gov/
d14060ed	Coffey County, Kansas	2020-04-25	2020-04-24T09:00:00		48							https://govstatus.egov.com/
ee4cebfc	Coimbra	2020-04-25	2020-04-24T23:00:00		368							https://covid19.min-saude.pt/
6bfae388	Colbert County, Alabama	2020-04-25		2	23		602					https://covid19.alabama.gov/
4dcc0d1f	Cole County, Missouri	2020-04-25		1	49							https://health.mo.gov/
6c58f0db	Coles County, Illinois	2020-04-25		0	22							http://www.dph.illinois.gov/
de552e15	Colfax County, Nebraska	2020-04-25			9		11					http://dhhs.ne.gov/
9a461fdc	Colleton County, South Carolina	2020-04-25		2	24							https://www.scdhec.gov/
dfbbe373	Collier County, Florida	2020-04-25		15	526							https://floridahealthcovid19.gov/
e548abf5	Collin County, Texas	2020-04-25		14	609							https://www.dshs.state.tx.us/
59af5790	Colombia	2020-04-25	2020-04-24T16:30:00	225	4881	1003						https://www.ins.gov.co/
6de387f3	Colonial Heights, Virginia	2020-04-25	2020-04-24T10:00:00	3	41							http://www.vdh.virginia.gov/
dd0a216b	Colorado	2020-04-25	2020-04-24T16:00:00	674	12256		56789					https://covid19.colorado.gov/
1fa643f1	Colorado County, Texas	2020-04-25			10							https://www.dshs.state.tx.us/
b025acee	Colquitt County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	6	165							https://dph.georgia.gov/
8117a329	Columbia County, Arkansas	2020-04-25		0	6	3	152					https://www.healthy.arkansas.gov/
b713349c	Columbia County, Florida	2020-04-25		0	46							https://floridahealthcovid19.gov/
b9ae56d2	Columbia County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	2	137							https://dph.georgia.gov/
0f8f71b0	Columbia County, New York	2020-04-25	2020-04-24T14:00:00	14	129		1017					https://coronavirus.health.ny.gov/
4c22e530	Columbia County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	7	252		617					https://www.health.pa.gov/
c2b681ce	Columbia County, Wisconsin	2020-04-25	2020-04-25T06:00:00	1	27							https://www.dhs.wisconsin.gov/
ccdbfaf2	Columbiana County, Ohio	2020-04-25	2020-04-24T14:00:00	18	214							https://coronavirus.ohio.gov/
77d8fa91	Columbus County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	5	80							https://www.ncdhhs.gov/
d97f2ea9	Comal County, Texas	2020-04-25		6	48							https://www.dshs.state.tx.us/
96e8e8eb	Comanche County, Texas	2020-04-25			3							https://www.dshs.state.tx.us/
d6746591	Community of Madrid	2020-04-25	2020-04-24T09:35:03	7765	61726	34212						https://www.mscbs.gob.es/
28d43c25	Concho County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
3f71d2f1	Concordia Parish, Louisiana	2020-04-25		3	28							http://ldh.la.gov/
66578856	Condeixa-a-Nova	2020-04-25	2020-04-24T23:00:00		61							https://covid19.min-saude.pt/
4e975733	Conecuh County, Alabama	2020-04-25		0	9		80					https://covid19.alabama.gov/
da854965	Connecticut	2020-04-25	2020-04-24T15:00:00	1764	23921							https://portal.ct.gov/
484d1b2e	Converse County, Wyoming	2020-04-25	2020-04-24T06:00:00+0000		10							https://health.wyo.gov/
0c16d790	Conway County, Arkansas	2020-04-25		1	10	3	234					https://www.healthy.arkansas.gov/
52897cc9	Cook County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	15							https://dph.georgia.gov/
006bfaf8	Cook County, Illinois	2020-04-25		542	11504							http://www.dph.illinois.gov/
96954e8b	Cooke County, Texas	2020-04-25			4							https://www.dshs.state.tx.us/
0a057bc5	Cooper County, Missouri	2020-04-25			7							https://health.mo.gov/
7d60075d	Coosa County, Alabama	2020-04-25		1	29		77					https://covid19.alabama.gov/
b26684ac	Copiah County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	1	65							https://msdh.ms.gov/
29d8b9ee	Coquimbo Region	2020-04-25	2020-04-24T04:00:00+0000	0	72							https://www.minsal.cl/
d4f604fa	Corsica	2020-04-25				168						https://www.santepubliquefrance.fr/
9a3ba3f4	Cortland County, New York	2020-04-25	2020-04-24T14:00:00	1	25		906					https://coronavirus.health.ny.gov/
3c5f80e1	Coruche	2020-04-25	2020-04-24T23:00:00		33							https://covid19.min-saude.pt/
134dd75e	Coryell County, Texas	2020-04-25		1	103							https://www.dshs.state.tx.us/
a3447313	Coshocton County, Ohio	2020-04-25	2020-04-24T14:00:00		16							https://coronavirus.ohio.gov/
33572b8c	Costa Rica	2020-04-25	2020-04-24T00:00:00	6	687	216						http://geovision.uned.ac.cr/
2aa34a2b	Cottonwood County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	6							https://www.health.state.mn.us/
7db934da	Covington, Virginia	2020-04-25	2020-04-24T10:00:00		1							http://www.vdh.virginia.gov/
1789b6c8	Covington County, Alabama	2020-04-25		0	31		270					https://covid19.alabama.gov/
74386a34	Covington County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	0	43							https://msdh.ms.gov/
1aaf8946	Coweta County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	4	187							https://dph.georgia.gov/
4b5d1dbc	Cowley County, Kansas	2020-04-25	2020-04-24T09:00:00		1							https://govstatus.egov.com/
85382b03	Craig County, Virginia	2020-04-25	2020-04-24T10:00:00		2							http://www.vdh.virginia.gov/
58b7ac39	Craighead County, Arkansas	2020-04-25		1	58	30	726					https://www.healthy.arkansas.gov/
eaf7b947	Crane County, Texas	2020-04-25			2							https://www.dshs.state.tx.us/
6d98eef1	Craven County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	4	39							https://www.ncdhhs.gov/
d882379a	Crawford County, Arkansas	2020-04-25		0	4	3	144					https://www.healthy.arkansas.gov/
cdc84a66	Crawford County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	14							https://dph.georgia.gov/
a9ff7ab1	Crawford County, Illinois	2020-04-25		0	10							http://www.dph.illinois.gov/
f737b88a	Crawford County, Iowa	2020-04-25		1	8							https://idph.iowa.gov/
65bcbdea	Crawford County, Kansas	2020-04-25	2020-04-24T16:00:00		4							https://www.coronavirus.kdheks.gov
f9b9cde2	Crawford County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	3	46							https://www.michigan.gov/
195686d4	Crawford County, Missouri	2020-04-25			7							https://health.mo.gov/
d1cb758f	Crawford County, Ohio	2020-04-25	2020-04-24T14:00:00		38							https://coronavirus.ohio.gov/
aa7ae1a2	Crawford County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	0	19		630					https://www.health.pa.gov/
68b001aa	Crawford County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	3							https://www.dhs.wisconsin.gov/
aa03c4f0	Crenshaw County, Alabama	2020-04-25		0	10		183					https://covid19.alabama.gov/
af87dc09	Crisp County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	2	149							https://dph.georgia.gov/
3d9abdac	Crittenden County, Arkansas	2020-04-25		5	167	81	972					https://www.healthy.arkansas.gov/
c8a57046	Crittenden County, Kentucky	2020-04-25		1	3							https://govstatus.egov.com/
d87b0536	Croatia	2020-04-25	2020-04-24T14:00:00	51	2009	982						https://www.koronavirus.hr/
12937b7f	Crockett County, Tennessee	2020-04-25	2020-04-24T19:00:00		6	1						https://www.tn.gov/
b60a6616	Crook County, Wyoming	2020-04-25	2020-04-24T06:00:00+0000		5							https://health.wyo.gov/
36bdba6f	Crosby County, Texas	2020-04-25		1	2							https://www.dshs.state.tx.us/
04b874d6	Cross County, Arkansas	2020-04-25		0	11	4	148					https://www.healthy.arkansas.gov/
bd196d63	Crow Wing County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	20							https://www.health.state.mn.us/
b2aa1647	Cuba	2020-04-25	2020-04-23T00:00:00	49	1285	416	36134					https://temas.sld.cu/
c89ababb	Cuba, Portugal	2020-04-25	2020-04-24T23:00:00		3							https://covid19.min-saude.pt/
68626060	Cullman County, Alabama	2020-04-25		0	47		587					https://covid19.alabama.gov/
46d3685a	Culpeper County, Virginia	2020-04-25	2020-04-24T10:00:00	1	90							http://www.vdh.virginia.gov/
514fe8b2	Cumberland County, Illinois	2020-04-25		0	2							http://www.dph.illinois.gov/
670b148e	Cumberland County, Kentucky	2020-04-25		0	4							https://govstatus.egov.com/
8a43806a	Cumberland County, Maine	2020-04-25	2020-04-24T16:00:00+0000	24	426	232						https://www.maine.gov/
bf63c9f0	Cumberland County, New Jersey	2020-04-25		5	360							https://www.nj.gov/
4ce9d1f8	Cumberland County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	6	161							https://www.ncdhhs.gov/
93f27969	Cumberland County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	8	240		1353					https://www.health.pa.gov/
a61deb59	Cumberland County, Tennessee	2020-04-25	2020-04-24T19:00:00		67	36						https://www.tn.gov/
b68c1c45	Cumberland County, Virginia	2020-04-25	2020-04-24T10:00:00		10							http://www.vdh.virginia.gov/
316aad45	Cuming County, Nebraska	2020-04-25			3		5					http://dhhs.ne.gov/
24ca2755	Currituck County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	2							https://www.ncdhhs.gov/
de8e1f67	Custer County, Nebraska	2020-04-25			20		20					http://dhhs.ne.gov/
231e27f7	Cuyahoga County, Ohio	2020-04-25	2020-04-24T14:00:00	91	1817							https://coronavirus.ohio.gov/
5d57a39c	Czech Republic	2020-04-25	2020-04-24T22:30:00+0000	214	7273	2371	203622	4688				https://onemocneni-aktualne.mzcr.cz/
dff577d9	Dade County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	16							https://dph.georgia.gov/
4f1a3c0a	Dakhla-Oued Ed-Dahab	2020-04-25	2020-04-24T17:00:00+0000		2							http://www.covidmaroc.ma/
489c34df	Dakota County, Minnesota	2020-04-25	2020-04-24T00:00:00	6	136							https://www.health.state.mn.us/
7df931cf	Dakota County, Nebraska	2020-04-25			233		177					http://dhhs.ne.gov/
1ccf7141	Dale County, Alabama	2020-04-25		0	23		227					https://covid19.alabama.gov/
8abea580	Dallam County, Texas	2020-04-25		1	4							https://www.dshs.state.tx.us/
c181b263	Dallas County, Alabama	2020-04-25		2	32		338					https://covid19.alabama.gov/
54ef6c4f	Dallas County, Arkansas	2020-04-25		0	1	1	48					https://www.healthy.arkansas.gov/
12b6d7fa	Dallas County, Iowa	2020-04-25		0	99							https://idph.iowa.gov/
54e5f43a	Dallas County, Missouri	2020-04-25			2							https://health.mo.gov/
70e6a4fc	Dallas County, Texas	2020-04-25		72	2763							https://www.dshs.state.tx.us/
4d0fc03a	Dane County, Wisconsin	2020-04-25	2020-04-25T06:00:00	21	395							https://www.dhs.wisconsin.gov/
9c8fde97	Danville, Virginia	2020-04-25	2020-04-24T10:00:00	1	31							http://www.vdh.virginia.gov/
c47aa1e0	Dare County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	1	11							https://www.ncdhhs.gov/
3814b6cc	Darke County, Ohio	2020-04-25	2020-04-24T14:00:00	12	74							https://coronavirus.ohio.gov/
fdd4c92a	Darlington County, South Carolina	2020-04-25		0	99							https://www.scdhec.gov/
b232db6e	Dauphin County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	19	468		3299					https://www.health.pa.gov/
23815313	Davidson County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	2	113							https://www.ncdhhs.gov/
703825fe	Davidson County, Tennessee	2020-04-25	2020-04-24T19:00:00	21	2011	1015						https://www.tn.gov/
52ce92ee	Davie County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	2	28							https://www.ncdhhs.gov/
ae667df8	Daviess County, Kentucky	2020-04-25		3	145							https://govstatus.egov.com/
6d4f9f2c	Daviess County, Missouri	2020-04-25			2							https://health.mo.gov/
beaa9232	Davis County, Utah	2020-04-25	2020-04-24T19:00:00+0000	2	256							https://coronavirus.utah.gov/
493d6fe3	Dawes County, Nebraska	2020-04-25			0		12					http://dhhs.ne.gov/
3b93bbd3	Dawson County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	51							https://dph.georgia.gov/
96360321	Dawson County, Nebraska	2020-04-25			307		220					http://dhhs.ne.gov/
e39cbf54	Dawson County, Texas	2020-04-25		1	18							https://www.dshs.state.tx.us/
a9f00cdf	DeKalb County, Alabama	2020-04-25		2	61		735					https://covid19.alabama.gov/
a9272cef	DeKalb County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	36	1721							https://dph.georgia.gov/
6c6c5123	DeKalb County, Illinois	2020-04-25		1	68							http://www.dph.illinois.gov/
86101b3f	DeKalb County, Missouri	2020-04-25			3							https://health.mo.gov/
2ec02810	DeKalb County, Tennessee	2020-04-25	2020-04-24T19:00:00		12	7						https://www.tn.gov/
76b5346f	DeSoto County, Florida	2020-04-25		4	24							https://floridahealthcovid19.gov/
41e0ee49	DeSoto County, Mississippi	2020-04-25	2020-04-24T05:00:00+0000	4	256							https://msdh.ms.gov/
11969725	DeSoto Parish, Louisiana	2020-04-25		10	180							http://ldh.la.gov/
90bbbf19	DeWitt County, Illinois	2020-04-25		0	1							http://www.dph.illinois.gov/
09ed2b82	DeWitt County, Texas	2020-04-25		1	14							https://www.dshs.state.tx.us/
6fd4be65	Deaf Smith County, Texas	2020-04-25			21							https://www.dshs.state.tx.us/
cc37a066	Decatur County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	59							https://dph.georgia.gov/
d129b478	Decatur County, Tennessee	2020-04-25	2020-04-24T19:00:00		4	2						https://www.tn.gov/
6f7a3d8e	Defiance County, Ohio	2020-04-25	2020-04-24T14:00:00	1	18							https://coronavirus.ohio.gov/
f4af019c	Delaware	2020-04-25	2020-04-24T09:00:00	100	3442	703	17379					https://dhss.delaware.gov/
a9b05e4f	Delaware County, Iowa	2020-04-25		0	3							https://idph.iowa.gov/
082da840	Delaware County, New York	2020-04-25	2020-04-24T14:00:00	2	51		484					https://coronavirus.health.ny.gov/
7e6a32fa	Delaware County, Ohio	2020-04-25	2020-04-24T14:00:00	3	137							https://coronavirus.ohio.gov/
8750dc2c	Delaware County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	129	3055		10284					https://www.health.pa.gov/
ef520278	Delhi	2020-04-25	2020-04-25T02:30:00+0000	53	2514	857						https://www.mohfw.gov.in/
a48fc8ca	Delta County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	2	12							https://www.michigan.gov/
df97b9d6	Delta County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
8f58399c	Denmark	2020-04-25	2020-04-24T10:45:00	403	8210	5526	125329					https://www.sst.dk/
5a323b73	Denton County, Texas	2020-04-25		19	661							https://www.dshs.state.tx.us/
682377f2	Des Moines County, Iowa	2020-04-25		0	14							https://idph.iowa.gov/
2bf64a05	Desha County, Arkansas	2020-04-25		0	16	2	122					https://www.healthy.arkansas.gov/
f5b52794	Detroit	2020-04-25	2020-04-24T19:00:00+0000	830	8473							https://www.michigan.gov/
d7ce3cb1	Deuel County, Nebraska	2020-04-25			0		0					http://dhhs.ne.gov/
a48c8f98	Dickens County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
117e9e68	Dickenson County, Virginia	2020-04-25	2020-04-24T10:00:00									http://www.vdh.virginia.gov/
80e512dc	Dickinson County, Iowa	2020-04-25		0	4							https://idph.iowa.gov/
5535f0b8	Dickinson County, Kansas	2020-04-25	2020-04-24T09:00:00		1							https://govstatus.egov.com/
9908cf22	Dickinson County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	2	3							https://www.michigan.gov/
134994bc	Dickson County, Tennessee	2020-04-25	2020-04-24T19:00:00		63	34						https://www.tn.gov/
17795b6a	Dillon County, South Carolina	2020-04-25		0	34							https://www.scdhec.gov/
b15b8d02	Dimmit County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
e743043e	Dinwiddie County, Virginia	2020-04-25	2020-04-24T10:00:00		12							http://www.vdh.virginia.gov/
10add7f6	Divide County, North Dakota	2020-04-25	2020-04-24T16:00:00+0000		1							https://www.health.nd.gov/
a0f2a6e0	Dixie County, Florida	2020-04-25		0	5							https://floridahealthcovid19.gov/
a1b0c637	Dixon County, Nebraska	2020-04-25			1		3					http://dhhs.ne.gov/
e6786e33	Dodge County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	22							https://dph.georgia.gov/
1bbc9cab	Dodge County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	18							https://www.health.state.mn.us/
9c6a46ac	Dodge County, Nebraska	2020-04-25			43		53					http://dhhs.ne.gov/
b6db3d2e	Dodge County, Wisconsin	2020-04-25	2020-04-25T06:00:00	1	21							https://www.dhs.wisconsin.gov/
31dcc9e4	Dominican Republic	2020-04-25	2020-04-23T18:00:00	267	5749	763	20270					https://www.msp.gob.do/
7f67abd5	Doniphan County, Kansas	2020-04-25	2020-04-24T09:00:00		3							https://govstatus.egov.com/
59c8ed17	Donley County, Texas	2020-04-25			24							https://www.dshs.state.tx.us/
958a898e	Dooly County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	7	106							https://dph.georgia.gov/
5369903d	Door County, Wisconsin	2020-04-25	2020-04-25T06:00:00	1	9							https://www.dhs.wisconsin.gov/
999450d7	Dorchester County, Maryland	2020-04-25		2	32							https://coronavirus.maryland.gov/
22af2282	Dorchester County, South Carolina	2020-04-25		2	84							https://www.scdhec.gov/
3e87153d	Dougherty County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	108	1465							https://dph.georgia.gov/
487a4d1f	Douglas County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	8	276							https://dph.georgia.gov/
dbcf28f6	Douglas County, Illinois	2020-04-25		0	12							http://www.dph.illinois.gov/
89591f02	Douglas County, Kansas	2020-04-25	2020-04-24T09:00:00		46							https://govstatus.egov.com/
6aa0ba3e	Douglas County, Minnesota	2020-04-25	2020-04-24T00:00:00	0	2							https://www.health.state.mn.us/
b578e505	Douglas County, Nebraska	2020-04-25			362		513					http://dhhs.ne.gov/
5df683a1	Douglas County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	9							https://www.dhs.wisconsin.gov/
0579e003	Drew County, Arkansas	2020-04-25		1	13	4	179					https://www.healthy.arkansas.gov/
aa6a8888	DuPage River	2020-04-25		125	2219							http://www.dph.illinois.gov/
85e777f6	Dubuque County, Iowa	2020-04-25		1	62							https://idph.iowa.gov/
6ee563c1	Dukes County, Massachusetts	2020-04-25	2020-04-24T16:00:00		15							https://www.mass.gov/
b404aa18	Dundy County, Nebraska	2020-04-25			0		1					http://dhhs.ne.gov/
fc5d3ff7	Dunklin County, Missouri	2020-04-25		2	19							https://health.mo.gov/
4bd9c315	Dunn County, North Dakota	2020-04-25	2020-04-24T16:00:00+0000		10							https://www.health.nd.gov/
d6f2253b	Dunn County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	9							https://www.dhs.wisconsin.gov/
768e2278	Duplin County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	0	45							https://www.ncdhhs.gov/
68e3b2ca	Durham County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	8	494							https://www.ncdhhs.gov/
9a9fa130	Dutchess County, New York	2020-04-25	2020-04-24T14:00:00	60	2517		11639					https://coronavirus.health.ny.gov/
e60692f7	Duval County, Florida	2020-04-25		18	955							https://floridahealthcovid19.gov/
8b8477c7	Duval County, Texas	2020-04-25			1							https://www.dshs.state.tx.us/
e99115d1	Dyer County, Tennessee	2020-04-25	2020-04-24T19:00:00		30	13						https://www.tn.gov/
0f6697f6	Early County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	15	188							https://dph.georgia.gov/
1713c6c2	Earth	2020-04-25	2020-04-25T06:34:55.777	190740	2762898							https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
408dd83c	East Baton Rouge Parish, Louisiana	2020-04-25		109	1697							http://ldh.la.gov/
ae896555	East Carroll Parish, Louisiana	2020-04-25		0	6							http://ldh.la.gov/
50ccfaa7	East Feliciana Parish, Louisiana	2020-04-25		10	105							http://ldh.la.gov/
dc4cc9a4	East Midlands	2020-04-25	2020-04-24T14:24:31		5941							https://www.gov.uk/
3f76b508	East of England	2020-04-25	2020-04-24T14:24:31		8878							https://www.gov.uk/
81303869	Eastland County, Texas	2020-04-25			3							https://www.dshs.state.tx.us/
80e82621	Eaton County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	5	114							https://www.michigan.gov/
a6848c87	Eau Claire County, Wisconsin	2020-04-25	2020-04-25T06:00:00	0	23							https://www.dhs.wisconsin.gov/
1a9cf548	Echols County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	5							https://dph.georgia.gov/
14d5da93	Ector County, Texas	2020-04-25		4	67							https://www.dshs.state.tx.us/
0653d4da	Ecuador	2020-04-25	2020-04-24T00:00:00	576	22719	1366	56513					https://www.salud.gob.ec/
a2868ed9	Eddy County, North Dakota	2020-04-25	2020-04-24T16:00:00+0000		1							https://www.health.nd.gov/
fecf76f5	Edgar County, Illinois	2020-04-25		0	0							http://www.dph.illinois.gov/
05d6d9a7	Edgecombe County, North Carolina	2020-04-25	2020-04-24T14:40:00+0000	1	67							https://www.ncdhhs.gov/
b1f1bc58	Edgefield County, South Carolina	2020-04-25		1	22							https://www.scdhec.gov/
aea15bc2	Edmonson County, Kentucky	2020-04-25		0	11							https://govstatus.egov.com/
85c41e2a	Edwards County, Illinois	2020-04-25		0	0							http://www.dph.illinois.gov/
e5ed9b07	Edwards County, Kansas	2020-04-25	2020-04-24T09:00:00		1							https://govstatus.egov.com/
6d6190c6	Effingham County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	1	34							https://dph.georgia.gov/
0512694f	Effingham County, Illinois	2020-04-25		1	5							http://www.dph.illinois.gov/
69e29375	Egypt	2020-04-25	2020-04-24T17:17:00	294	4092	1070						https://www.care.gov.eg/
0b41fd77	Eisenstadt	2020-04-25	2020-04-24T20:00:00		16							https://info.gesundheitsministerium.at/
b3a3671f	El Paso County, Texas	2020-04-25		10	674							https://www.dshs.state.tx.us/
85b4b435	Elbert County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	15							https://dph.georgia.gov/
9e70c776	Elk County, Pennsylvania	2020-04-25	2020-04-24T16:00:00+0000	0	2		135					https://www.health.pa.gov/
8964ab5b	Ellis County, Kansas	2020-04-25	2020-04-24T09:00:00		8							https://govstatus.egov.com/
2ac15d50	Ellis County, Texas	2020-04-25		4	121							https://www.dshs.state.tx.us/
3cfe0d9d	Elmore County, Alabama	2020-04-25		1	74		867					https://covid19.alabama.gov/
df3c183f	Elvas	2020-04-25	2020-04-24T23:00:00		8							https://covid19.min-saude.pt/
00470041	Emanuel County, Georgia	2020-04-25	2020-04-24T22:28:23+0000	0	19							https://dph.georgia.gov/
fa32dcec	Emilia-Romagna	2020-04-25		3303	23970	8158	151505	12509				http://www.salute.gov.it/
accd0c08	Emmet County, Michigan	2020-04-25	2020-04-24T19:00:00+0000	2	21							https://www.michigan.gov/
51aa6b9b	Emmons County, North Dakota	2020-04-25	2020-04-24T16:00:00+0000		1							https://www.health.nd.gov/
